title,view,vote,describe,movie_genre,nation,follower,rating,season,combined_text
cyber city oedo 808,746,5.5,phạm_nhân tuyển_dụng làm thành_viên cảnh_sát mạng kiểm_soát hoạt_động tội_phạm lớn ở oedo tokyo đổi bản_án chung_thân họ giảm vài nhiệm_vụ hoàn_thành tuy_nhiên đảm_bảo kẻ phạm_tội thực_hiện công mình cảnh_sát cố_định vòng cổ đặc_biệt quanh cổ họ họ cố_gắng tháo vòng cổ mình hoặc đáp_ứng thời_hạn nhiệm_vụ họ vòng cổ tự hủy,anime_lẻ sci-fi police adventure action,nhật_bản,1,người_lớn,1990.0,phạm_nhân tuyển_dụng làm thành_viên cảnh_sát mạng kiểm_soát hoạt_động tội_phạm lớn ở oedo tokyo đổi bản_án chung_thân họ giảm vài nhiệm_vụ hoàn_thành tuy_nhiên đảm_bảo kẻ phạm_tội thực_hiện công mình cảnh_sát cố_định vòng cổ đặc_biệt quanh cổ họ họ cố_gắng tháo vòng cổ mình hoặc đáp_ứng thời_hạn nhiệm_vụ họ vòng cổ tự hủy anime_lẻ sci-fi police adventure action nhật_bản người_lớn
vampire hunter d (2000),51792,9.9,câu xoay quanh d dhampir khét_tiếng sinh_cha ma_cà rồng mẹ_con_người ruồng_bỏ thợ_săn ma cà_rồng nổi_tiếng khả_năng săn_lùng sinh_vật bóng đêm phép anh ta con_người chấp_nhận anh ta kêu_gọi xác_định vị_trí charlotte elboue cô con gái đáng yêu gia_đình giàu bắt_cóc cách bí_ẩnkhi mặt_trời lặn săn_bắt tiếp_tục cha_charlotte đưa khoản tiền thưởng phong_phú dù cô ấy sống hay chết nhiệm_vụ d sẵn_sàng chấp_nhận anh_em markus khét_tiếng băng_nhóm săn tiền thưởng họ tìm_kiếm giải_thưởng giữa rượt đuổi ai biết đến ác_quỷ nham_hiểm bí_mật_khiển mọi hành_động họ đặt cái bẫy lạnh_giá ai_thể ngờ tới ít người sống_sót lật ngược thế cờ bí_mật tiết_lộ thợ săn_thể nhanh_chóng trở_thành kẻ săn_đuổi,anime_lẻ sci-fi romance vampire fantasy drama horror action,nhật_bản,46,người_lớn,2000.0,câu xoay quanh d dhampir khét_tiếng sinh_cha ma_cà rồng mẹ_con_người ruồng_bỏ thợ_săn ma cà_rồng nổi_tiếng khả_năng săn_lùng sinh_vật bóng đêm phép anh ta con_người chấp_nhận anh ta kêu_gọi xác_định vị_trí charlotte elboue cô con gái đáng yêu gia_đình giàu bắt_cóc cách bí_ẩnkhi mặt_trời lặn săn_bắt tiếp_tục cha_charlotte đưa khoản tiền thưởng phong_phú dù cô ấy sống hay chết nhiệm_vụ d sẵn_sàng chấp_nhận anh_em markus khét_tiếng băng_nhóm săn tiền thưởng họ tìm_kiếm giải_thưởng giữa rượt đuổi ai biết đến ác_quỷ nham_hiểm bí_mật_khiển mọi hành_động họ đặt cái bẫy lạnh_giá ai_thể ngờ tới ít người sống_sót lật ngược thế cờ bí_mật tiết_lộ thợ săn_thể nhanh_chóng trở_thành kẻ săn_đuổi anime_lẻ sci-fi romance vampire fantasy drama horror action nhật_bản người_lớn
shin hokuto no ken,11607,5.0,ova hokuto_no ken,anime_lẻ shoujo sci-fi martial_arts action,nhật_bản,6,người_lớn,2003.0,ova hokuto_no ken anime_lẻ shoujo sci-fi martial_arts action nhật_bản người_lớn
highlander: the search for vengeance,10361,5.5,colin macleod người cao_nguyên scotland bất_tử_du_hành_hồn ma khôn_ngoan amergan tìm_kiếm tên độc_ác bất_tử_marcus octavius_kẻ giết người_yêu colin đồng_bằng celtic thế_kỷ thành_phố new york vĩ_đại thời nay chìm nước pháo_đài thống_trị sừng_sững biển pháo_đài marcus octavius macleod giằng_xé giữa cứu người sống_sót ở new_york săn_lùng kẻ_thù mình,anime_lẻ sci-fi horror action,nhật_bản,2,người_lớn,2007.0,colin macleod người cao_nguyên scotland bất_tử_du_hành_hồn ma khôn_ngoan amergan tìm_kiếm tên độc_ác bất_tử_marcus octavius_kẻ giết người_yêu colin đồng_bằng celtic thế_kỷ thành_phố new york vĩ_đại thời nay chìm nước pháo_đài thống_trị sừng_sững biển pháo_đài marcus octavius macleod giằng_xé giữa cứu người sống_sót ở new_york săn_lùng kẻ_thù mình anime_lẻ sci-fi horror action nhật_bản người_lớn
tiger & bunny 2,33354,7.8,tiger bunny,anime_bộ super_power comedy mystery action,nhật_bản,17,tuổi_teen,2022.0,tiger bunny anime_bộ super_power comedy mystery action nhật_bản tuổi_teen
youjuu toshi,2437,7.3,trái_đất thế_giới quen_thuộc chúng_ta thế_giới đen chiều gian song_song ít người biết đến trong thế_kỷ hiệp_ước giữa thế_giới quan_sát duy_trì hòa bình_khoản sớm thương_lượng gia_hạn tiếp_tục hòa_hợp tương_đốilần phe chủ_chiến dừng ở ngăn_cản ký_kết hiệp_ước mới hòa_bình giữa chiều đặc_vụ tổ_chức ưu_tú gọi vệ_binh đen người bảo_vệ cân_bằng giữa thế_giới chịu trách_nhiệm đảm_bảo thành_công hiệp_ước,anime_lẻ supernatural drama demons adventure horror action,nhật_bản,17,người_lớn,1987.0,trái_đất thế_giới quen_thuộc chúng_ta thế_giới đen chiều gian song_song ít người biết đến trong thế_kỷ hiệp_ước giữa thế_giới quan_sát duy_trì hòa bình_khoản sớm thương_lượng gia_hạn tiếp_tục hòa_hợp tương_đốilần phe chủ_chiến dừng ở ngăn_cản ký_kết hiệp_ước mới hòa_bình giữa chiều đặc_vụ tổ_chức ưu_tú gọi vệ_binh đen người bảo_vệ cân_bằng giữa thế_giới chịu trách_nhiệm đảm_bảo thành_công hiệp_ước anime_lẻ supernatural drama demons adventure horror action nhật_bản người_lớn
genocyber,24855,7.8,quốc_gia thế_giới bắt_đầu hợp nhất hòa_bình thế_giới đe_dọa bởi đội quân tư_nhân tập_đoàn riêng_lẻ tập_đoàn kuryu phát_hiện loại vũ_khí_thể giúp sức_mạnh thế_giới nghiêng phía họ genocyber kết_hợp ác_mộng giữa khiển_học tiềm_năng tâm_linh người muốn kiểm_soát quái_dị_liệu_thể kìm_hãm thù_hận nó trận chiến_nổ thế_giới cyberpunk tương_lai sắp bùng_nổ bạo_lực,anime_lẻ sci-fi psychological horror mecha action,nhật_bản,24,người_lớn,1994.0,quốc_gia thế_giới bắt_đầu hợp nhất hòa_bình thế_giới đe_dọa bởi đội quân tư_nhân tập_đoàn riêng_lẻ tập_đoàn kuryu phát_hiện loại vũ_khí_thể giúp sức_mạnh thế_giới nghiêng phía họ genocyber kết_hợp ác_mộng giữa khiển_học tiềm_năng tâm_linh người muốn kiểm_soát quái_dị_liệu_thể kìm_hãm thù_hận nó trận chiến_nổ thế_giới cyberpunk tương_lai sắp bùng_nổ bạo_lực anime_lẻ sci-fi psychological horror mecha action nhật_bản người_lớn
hokuto no ken: toki-den,6285,5.0,ova hokuto_no ken,anime_lẻ martial_arts action,nhật_bản,1,người_lớn,2008.0,ova hokuto_no ken anime_lẻ martial_arts action nhật_bản người_lớn
hokuto no ken: raoh gaiden gekitou-hen,8123,5.0,movie hokuto_no ken,anime_lẻ romance adventure martial_arts action,nhật_bản,0,người_lớn,2007.0,movie hokuto_no ken anime_lẻ romance adventure martial_arts action nhật_bản người_lớn
hokuto no ken: yuria-den,6322,5.0,ova hokuto_no ken,anime_lẻ drama adventure martial_arts action,nhật_bản,0,người_lớn,2007.0,ova hokuto_no ken anime_lẻ drama adventure martial_arts action nhật_bản người_lớn
hokuto no ken: raoh gaiden junai-hen,871,5.5,kenshiro người thừa_kế_môn võ_thuật huyền_thoại gọi hokuto shinken_thể giết chết người đàn_ông bằng đòn duy_nhất bằng cách đánh_điểm áp_lực trong cơ_thể kẻ_thù hokuto shinken_thể truyền người kế_nhiệm thời_điểm chọn làm người kế_vị anh chia_tay anh_trai mình toki raoh người đầu_tiên quyết_định sử_dụng anh ta biết nghệ_thuật chữa bệnh mọi người trong người chọn sử_dụng sức_mạnh tối_cao mình cài_đặt hòa_bình thế_giới bằng quyền_lực,anime_lẻ adventure martial_arts action,nhật_bản,1,người_lớn,2006.0,kenshiro người thừa_kế_môn võ_thuật huyền_thoại gọi hokuto shinken_thể giết chết người đàn_ông bằng đòn duy_nhất bằng cách đánh_điểm áp_lực trong cơ_thể kẻ_thù hokuto shinken_thể truyền người kế_nhiệm thời_điểm chọn làm người kế_vị anh chia_tay anh_trai mình toki raoh người đầu_tiên quyết_định sử_dụng anh ta biết nghệ_thuật chữa bệnh mọi người trong người chọn sử_dụng sức_mạnh tối_cao mình cài_đặt hòa_bình thế_giới bằng quyền_lực anime_lẻ adventure martial_arts action nhật_bản người_lớn
shika no ou: yuna to yakusoku no tabi,27535,9.3,trong chiến_tàn_khốc empire of_zol hiện kiểm_soát đất_đai công_dân đối_thủ aquafa ngoại_trừ lãnh_thổ ngựa lửa aquafa con chó hoang_mang cơn_sốt sói đen chết người tiếp_tục lang_thang tự bầy chó chạy_đua quả mìn zol_khiển van cựu_binh_lính bắt làm nô_lệ cô gái trẻ tên yuna cắn cố_gắng trốn thoát tư_cách người sống_sót duy_nhất tấn_công cuối tự van_yuna tìm_kiếm sống bình_dị yên_bình ở vùng nông_thôn căn_bệnh chết người lần hoành_hành họ thấy mình ở ngã đường đấu_tranh lớn bất_kỳ quốc_gia nào,anime_lẻ fantasy adventure action,nhật_bản,32,người_lớn,2022.0,trong chiến_tàn_khốc empire of_zol hiện kiểm_soát đất_đai công_dân đối_thủ aquafa ngoại_trừ lãnh_thổ ngựa lửa aquafa con chó hoang_mang cơn_sốt sói đen chết người tiếp_tục lang_thang tự bầy chó chạy_đua quả mìn zol_khiển van cựu_binh_lính bắt làm nô_lệ cô gái trẻ tên yuna cắn cố_gắng trốn thoát tư_cách người sống_sót duy_nhất tấn_công cuối tự van_yuna tìm_kiếm sống bình_dị yên_bình ở vùng nông_thôn căn_bệnh chết người lần hoành_hành họ thấy mình ở ngã đường đấu_tranh lớn bất_kỳ quốc_gia nào anime_lẻ fantasy adventure action nhật_bản người_lớn
rwby: hyousetsu teikoku,275317,9.0,rwby thế_giới giả_tưởng chứa đầy con quái_vật khủng_khiếp nhắm cái chết hủy diệt hy_vọng duy_nhất nhân_loại phụ_thuộc huntsmen_huntresses mạnh_mẽ ruby rose weiss schnee blake belladonna yang xiao long huntresses huấn_luyện đưa họ vượt xa khuôn_viên học_viện beacon họ học_tập mặc_dù người sở_hữu sức_mạnh riêng cô gái vượt thế_lực đen_tối làm đồng_đội họ thực_hy_vọng trở_thành thế_hệ tiếp người bảo_vệ remnant,anime_bộ sci-fi fantasy action,nhật_bản,442,tuổi_teen,2022.0,rwby thế_giới giả_tưởng chứa đầy con quái_vật khủng_khiếp nhắm cái chết hủy diệt hy_vọng duy_nhất nhân_loại phụ_thuộc huntsmen_huntresses mạnh_mẽ ruby rose weiss schnee blake belladonna yang xiao long huntresses huấn_luyện đưa họ vượt xa khuôn_viên học_viện beacon họ học_tập mặc_dù người sở_hữu sức_mạnh riêng cô gái vượt thế_lực đen_tối làm đồng_đội họ thực_hy_vọng trở_thành thế_hệ tiếp người bảo_vệ remnant anime_bộ sci-fi fantasy action nhật_bản tuổi_teen
kingdom 4th season,309958,9.6,kingdom,anime_bộ seinen historical military action,nhật_bản,322,người_lớn,2022.0,kingdom anime_bộ seinen historical military action nhật_bản người_lớn
jujutsu kaisen 0: chú thuật hồi chiến,3730519,9.5,ai biết jujutsu kaisen_tập truyện_ngắn mắt chú_thuật hồi_chiến sáng_tác trọng_tâm câu xoay quanh nguyền_sư đặc_cấp yuta okkotsu trong thời_gian anh ta mới học_viện chú thuậttheo dự_đoán jujutsu kaisen chuyển_thể anime_movie bước mở_đường dự_án jujutsu kaisen tiếp phim giúp giải_thích nhân_vật chính đặc_biệt nguyền_sư đặc_cấp hiện,anime_lẻ phim_chiếu_rạp shounen school supernatural fantasy demons action,nhật_bản,3485,người_lớn,2021.0,ai biết jujutsu kaisen_tập truyện_ngắn mắt chú_thuật hồi_chiến sáng_tác trọng_tâm câu xoay quanh nguyền_sư đặc_cấp yuta okkotsu trong thời_gian anh ta mới học_viện chú thuậttheo dự_đoán jujutsu kaisen chuyển_thể anime_movie bước mở_đường dự_án jujutsu kaisen tiếp phim giúp giải_thích nhân_vật chính đặc_biệt nguyền_sư đặc_cấp hiện anime_lẻ phim_chiếu_rạp shounen school supernatural fantasy demons action nhật_bản người_lớn
shin tennis no ouji-sama: u-17 world cup,238883,9.8,ngoại truyện series anime shin tennis no oujisama,anime_bộ shounen school sports comedy action,nhật_bản,276,tuổi_teen,2022.0,ngoại truyện series anime shin tennis no oujisama anime_bộ shounen school sports comedy action nhật_bản tuổi_teen
danmachi iv,1297259,9.4,dungeon ni deai wo motomeru no wa machigatteiru darou ka,anime_bộ romance fantasy comedy adventure action,nhật_bản,1857,tuổi_teen,2022.0,dungeon ni deai wo motomeru no wa machigatteiru darou ka anime_bộ romance fantasy comedy adventure action nhật_bản tuổi_teen
promare: galo-hen,11276,9.5,tiền truyện lấy bối_cảnh ngày kiện bộ phim promare,anime_lẻ sci-fi action,nhật_bản,2,tuổi_teen,2019.0,tiền truyện lấy bối_cảnh ngày kiện bộ phim promare anime_lẻ sci-fi action nhật_bản tuổi_teen
promare: lio-hen,14281,9.7,tiếp trực_tiếp side galo_diễn ngày bộ phim,anime_lẻ sci-fi action,nhật_bản,2,tuổi_teen,2019.0,tiếp trực_tiếp side galo_diễn ngày bộ phim anime_lẻ sci-fi action nhật_bản tuổi_teen
promare,28636,9.6,promare anime movie hợp_tác sản_xuất giữa trigger xflag đạo_diễn phim hiroyuki imaishi kịch_bản phim viết bởi kazuki nakashima người nhân_vật nòng_cốt đứng thành_công gurren lagann kill_la kill ngoài dcg sanzigen phụ_trách black rock shooter arpeggio of_blue steel bubuki buranki initial d legend tất_nhiên_thể kể đến âm_nhạc ông thần hiroyuki sawano đảm nhiệmnội_dung phim nói galo đội cứu hỏa chiến_đấu chống burnish nhóm dị_nhân khả_năng khiển lửapromare prequel xảy ngày kiện chính trong phim,anime_lẻ sci-fi action,nhật_bản,23,tuổi_teen,2019.0,promare anime movie hợp_tác sản_xuất giữa trigger xflag đạo_diễn phim hiroyuki imaishi kịch_bản phim viết bởi kazuki nakashima người nhân_vật nòng_cốt đứng thành_công gurren lagann kill_la kill ngoài dcg sanzigen phụ_trách black rock shooter arpeggio of_blue steel bubuki buranki initial d legend tất_nhiên_thể kể đến âm_nhạc ông thần hiroyuki sawano đảm nhiệmnội_dung phim nói galo đội cứu hỏa chiến_đấu chống burnish nhóm dị_nhân khả_năng khiển lửapromare prequel xảy ngày kiện chính trong phim anime_lẻ sci-fi action nhật_bản tuổi_teen
tekken: bloodline,24854,7.2,quyền_lực tất_jin kazama_học võ_thuật tự_vệ gia_đình võ cổ_truyền phong_cách kazama mẹ mình còn nhỏ dù anh bất_lực ác_ma quái_dị bất_ngờ xuất_hiện phá hủy mọi thân_yêu anh thay_đổi_đời anh mãi_mãi tức_giận bản_thân_thể ngăn_chặn nó jin thề trả_thù tìm_kiếm sức_mạnh tuyệt_đối chính_xác nó nhiệm_vụ anh ấy dẫn đến trận chiến_cuối toàn_cầu giải đấu đấm sắt vua,anime_bộ martial_arts action,nhật_bản,33,người_lớn,2022.0,quyền_lực tất_jin kazama_học võ_thuật tự_vệ gia_đình võ cổ_truyền phong_cách kazama mẹ mình còn nhỏ dù anh bất_lực ác_ma quái_dị bất_ngờ xuất_hiện phá hủy mọi thân_yêu anh thay_đổi_đời anh mãi_mãi tức_giận bản_thân_thể ngăn_chặn nó jin thề trả_thù tìm_kiếm sức_mạnh tuyệt_đối chính_xác nó nhiệm_vụ anh ấy dẫn đến trận chiến_cuối toàn_cầu giải đấu đấm sắt vua anime_bộ martial_arts action nhật_bản người_lớn
overlord iv,6748293,9.6,overlord,anime_bộ supernatural game fantasy magic action,nhật_bản,8521,người_lớn,2022.0,overlord anime_bộ supernatural game fantasy magic action nhật_bản người_lớn
orient,1003674,9.0,musashi hứa người bạn kojirou kanemaki mình lớn họ trở_thành samurai thành_lập liên_minh thực_hiện nhiệm_vụ tiêu_diệt quỷ kể mọi thay_đổi ma_quỷ ngày_nay xã_hội ca_tụng tôn thờ samurai xa_lánh miệt thịsợ_lộ ước_mơ trở_thành samurai musashi hòa mình giáo_thị_trấn bằng cách trở_thành thợ_mỏ trong bí_mật đánh bóng kiếm_thuật mình trong mặc_dù hậu_duệ trực_tiếp samurai kojirou bỏ lời hứa người bạn cũ mình tuy_nhiên cứu musashi khỏi trải_nghiệm cận_kề cái chết quan_điểm anh ấy thay_đổi mặc_dù còn mâu_thuẫn kojirou bắt_đầu hành_trình musashi hy_vọng tìm cảm_xúc thực_mìnhchiến đấu chống tất tỷ_lệ cược_bộ đôi lao đầu thế_giới vô_danh con thú giết người biết sống dành họ giờ con ngựa sắt anh_hùng_lăm tuổi kế_hoạch khôi_phục danh_tiếng hoen_ố samurai thanh_trừng thế_giới quỷ,anime_bộ shounen samurai fantasy adventure historical action,nhật_bản,1738,tuổi_teen,2022.0,musashi hứa người bạn kojirou kanemaki mình lớn họ trở_thành samurai thành_lập liên_minh thực_hiện nhiệm_vụ tiêu_diệt quỷ kể mọi thay_đổi ma_quỷ ngày_nay xã_hội ca_tụng tôn thờ samurai xa_lánh miệt thịsợ_lộ ước_mơ trở_thành samurai musashi hòa mình giáo_thị_trấn bằng cách trở_thành thợ_mỏ trong bí_mật đánh bóng kiếm_thuật mình trong mặc_dù hậu_duệ trực_tiếp samurai kojirou bỏ lời hứa người bạn cũ mình tuy_nhiên cứu musashi khỏi trải_nghiệm cận_kề cái chết quan_điểm anh ấy thay_đổi mặc_dù còn mâu_thuẫn kojirou bắt_đầu hành_trình musashi hy_vọng tìm cảm_xúc thực_mìnhchiến đấu chống tất tỷ_lệ cược_bộ đôi lao đầu thế_giới vô_danh con thú giết người biết sống dành họ giờ con ngựa sắt anh_hùng_lăm tuổi kế_hoạch khôi_phục danh_tiếng hoen_ố samurai thanh_trừng thế_giới quỷ anime_bộ shounen samurai fantasy adventure historical action nhật_bản tuổi_teen
basilisk: ouka ninpouchou,68169,7.0,câu thiết_lập basilisk kouga ninpou chou,anime_bộ seinen samurai romance supernatural fantasy drama adventure historical martial_arts action,nhật_bản,28,người_lớn,2018.0,câu thiết_lập basilisk kouga ninpou chou anime_bộ seinen samurai romance supernatural fantasy drama adventure historical martial_arts action nhật_bản người_lớn
engage kiss,2537463,9.0,thành_phố veyron —_đại đô_thị nổi_tạo khám_phá nguồn năng_lượng mớishuu thanh_niên sở_hữu_hành doanh_nghiệp nhỏ trong khu_vực sống đạm_bạc thói_tiêu_xài hoang_phí mình kisara cô gái đến văn_phòng nhà shuu cô ấy thường_xuyên quan_tâm đến anh ấy cô làm học trung_học ở thành_phố veyron làm mọi công_văn thư đến nội_trợ ayano bạn gái cũ shuu đồng_nghiệp cấp cao tập_đoàn anh làm lo_lắng anhdo bắt_đầu bộ phim hài_lãng_mạn hài_hước người trong mối quan_hệ hơi bất_thường diễn hòn đảo nhân_tạo ở thái_bình_dương,anime_bộ romance supernatural comedy action,nhật_bản,4905,tuổi_teen,2022.0,thành_phố veyron —_đại đô_thị nổi_tạo khám_phá nguồn năng_lượng mớishuu thanh_niên sở_hữu_hành doanh_nghiệp nhỏ trong khu_vực sống đạm_bạc thói_tiêu_xài hoang_phí mình kisara cô gái đến văn_phòng nhà shuu cô ấy thường_xuyên quan_tâm đến anh ấy cô làm học trung_học ở thành_phố veyron làm mọi công_văn thư đến nội_trợ ayano bạn gái cũ shuu đồng_nghiệp cấp cao tập_đoàn anh làm lo_lắng anhdo bắt_đầu bộ phim hài_lãng_mạn hài_hước người trong mối quan_hệ hơi bất_thường diễn hòn đảo nhân_tạo ở thái_bình_dương anime_bộ romance supernatural comedy action nhật_bản tuổi_teen
lycoris recoil,2546163,9.5,quán cà_phê nhật_bản ở tokyo phục_vụ cà_phê ngon đồ ngọt siêu_ngon và … thế giao hàng địa_phương đến dõi tiêu_diệt thây_ma thậm_chí chiến_đấu con quái_vật khổng_lồ dù vấn_đề hãy ghé tư_vấn vấn_đề đặt_hàng hãy nó chúng_tôi,anime_bộ sci-fi slice_of_life comedy action,nhật_bản,4152,tuổi_teen,2022.0,quán cà_phê nhật_bản ở tokyo phục_vụ cà_phê ngon đồ ngọt siêu_ngon và … thế giao hàng địa_phương đến dõi tiêu_diệt thây_ma thậm_chí chiến_đấu con quái_vật khổng_lồ dù vấn_đề hãy ghé tư_vấn vấn_đề đặt_hàng hãy nó chúng_tôi anime_bộ sci-fi slice_of_life comedy action nhật_bản tuổi_teen
triệu hồi sư áo đen,1997218,8.9,tỉnh dậy ở mới_lạ ký_ức tiền kiếp mình kelvin biết anh ta đánh_tráo chính ký_ức đổi lấy khả_năng mới mạnh_mẽ trong lần di_cư gần mình bước thế_giới hoàn_toàn mới tư_cách triệu hồi_sư — người dõi đầu_tiên anh ta chính nữ_thần đưa anh ta đến —_kelvin bắt_đầu sống mới mình tư_cách nhà thám_hiểm lâu anh ta phát_hiện tính_cách tiềm_ẩn mình kẻ nghiện chiến_đấu hiệp_sĩ đen lâu_đài cổ_xưa linh_hồn ác_ma đến con quỷ trong động_ẩn hiền_nhân anh say_sưa trong chiến_chống kẻ_thù ghê_gớm đến kẻ_thù đáng gờm khác tham_gia nhà thám_hiểm mạnh_mẽ trong câu đầy phấn_khích sử_thi anh ta đồng_minh mình khắc sâu_biên_niên_sử lịch_sử,anime_bộ fantasy adventure action,nhật_bản,3717,tuổi_teen,2022.0,tỉnh dậy ở mới_lạ ký_ức tiền kiếp mình kelvin biết anh ta đánh_tráo chính ký_ức đổi lấy khả_năng mới mạnh_mẽ trong lần di_cư gần mình bước thế_giới hoàn_toàn mới tư_cách triệu hồi_sư — người dõi đầu_tiên anh ta chính nữ_thần đưa anh ta đến —_kelvin bắt_đầu sống mới mình tư_cách nhà thám_hiểm lâu anh ta phát_hiện tính_cách tiềm_ẩn mình kẻ nghiện chiến_đấu hiệp_sĩ đen lâu_đài cổ_xưa linh_hồn ác_ma đến con quỷ trong động_ẩn hiền_nhân anh say_sưa trong chiến_chống kẻ_thù ghê_gớm đến kẻ_thù đáng gờm khác tham_gia nhà thám_hiểm mạnh_mẽ trong câu đầy phấn_khích sử_thi anh ta đồng_minh mình khắc sâu_biên_niên_sử lịch_sử anime_bộ fantasy adventure action nhật_bản tuổi_teen
nụ cười của arsnotoria,65449,9.2,câu sống hàng ngày đầy thú_vị cô gái cố_gắng trở_thành quý cô đích_thực đồng_thời giáo_dục đào_tạo phép_thuật đồng_thời học cách cư_xử đúng_mực học_viện phép_thuật trụ_sở thành_phố ashram,anime_bộ slice_of_life fantasy action,nhật_bản,101,tuổi_teen,2022.0,câu sống hàng ngày đầy thú_vị cô gái cố_gắng trở_thành quý cô đích_thực đồng_thời giáo_dục đào_tạo phép_thuật đồng_thời học cách cư_xử đúng_mực học_viện phép_thuật trụ_sở thành_phố ashram anime_bộ slice_of_life fantasy action nhật_bản tuổi_teen
lập harem chốn mê cung ở dị giới,3649733,8.4,thanh_niên chán_đời ý_định tự_tử tìm cách tự_tử nhẹ_nhàng nhất inteet vô_tình trang_web dạng game mmorpg thanh_niên quyết_định chơi thử tự_tử chọn xong tuyệt_chiêu_trang bỗng_dưng ngất đi tỉnh thấy mình trong thế_giới game_mmorpg tuyệt_chiêu_trang chọnthanh_niên tưởng trò_chơi đi chém giết đến mới biết_thể đăng_xuất mới thất_thần thế_giới thực trong trò chơicuộc hành_trình bắt_đầu,anime_bộ romance harem fantasy ecchi adventure action,nhật_bản,7005,người_lớn,2022.0,thanh_niên chán_đời ý_định tự_tử tìm cách tự_tử nhẹ_nhàng nhất inteet vô_tình trang_web dạng game mmorpg thanh_niên quyết_định chơi thử tự_tử chọn xong tuyệt_chiêu_trang bỗng_dưng ngất đi tỉnh thấy mình trong thế_giới game_mmorpg tuyệt_chiêu_trang chọnthanh_niên tưởng trò_chơi đi chém giết đến mới biết_thể đăng_xuất mới thất_thần thế_giới thực trong trò chơicuộc hành_trình bắt_đầu anime_bộ romance harem fantasy ecchi adventure action nhật_bản người_lớn
bảy viên ngọc rồng siêu cấp: siêu anh hùng,474117,8.6,tiếp phim dragon ball super broly,anime_lẻ phim_chiếu_rạp fantasy adventure action,nhật_bản,333,tuổi_teen,2022.0,tiếp phim dragon ball super broly anime_lẻ phim_chiếu_rạp fantasy adventure action nhật_bản tuổi_teen
bảy viên ngọc rồng heroes,1767283,7.7,super saiyan son_goku vs super saiyan god super saiyan super saiyan blue son_goku trận chiến_đỉnh_cao ' ' hành_tinh tù_tội ' ' trunks tương_lai trở quá_khứ tập_luyện goku vegeta đột_nhiên trunks mất_tích hề_lý kẻ bí_ẩn mang tên ' ' fu ' ' xuất_hiện nói trunks giam_giữ trong ' ' hành_tinh tù_tội ' ' bí_ẩn ai biết đến nhóm goku dùng đến ngọc rồng giải_thoát trunks_chiến bất_ngờ chờ_đợi họ liệu goku người đồng_đội_thể cứu trunks thoát khỏi ' ' hành_tinh tù_tội ' ' kịp_thời,anime_bộ shounen super_power fantasy comedy martial_arts action,nhật_bản,1559,tuổi_teen,2018.0,super saiyan son_goku vs super saiyan god super saiyan super saiyan blue son_goku trận chiến_đỉnh_cao ' ' hành_tinh tù_tội ' ' trunks tương_lai trở quá_khứ tập_luyện goku vegeta đột_nhiên trunks mất_tích hề_lý kẻ bí_ẩn mang tên ' ' fu ' ' xuất_hiện nói trunks giam_giữ trong ' ' hành_tinh tù_tội ' ' bí_ẩn ai biết đến nhóm goku dùng đến ngọc rồng giải_thoát trunks_chiến bất_ngờ chờ_đợi họ liệu goku người đồng_đội_thể cứu trunks thoát khỏi ' ' hành_tinh tù_tội ' ' kịp_thời anime_bộ shounen super_power fantasy comedy martial_arts action nhật_bản tuổi_teen
bastard!! ankoku no hakaishin,429661,8.5,vương_quốc metallicana four lords of_havoc tấn_công nhóm nhân_vật phản_diện bậc thầy ninja gara nữ_hoàng sấm sét chết_chóc nei arshes_kallsu lạnh_lùng tính_toán linh_mục hắc ám_bí_ẩn abigail dừng ở đạt họ muốn nó hủy_diệt hoàn_toàn họ thức_giấc high priest_geo tuyệt_vọng giúp cứu vương_quốc người_dân nó anh giải_phóng phù_thủy dark schneider hùng_mạnh người đồng_minh kẻ_ác thật may dark schneider kế_hoạch riêng mình anh ta ngăn_chặn four lords of_havoc hay tham_gia họ trong chinh_phục thế_giới,anime_bộ seinen fantasy ecchi comedy adventure action,nhật_bản,667,người_lớn,2022.0,vương_quốc metallicana four lords of_havoc tấn_công nhóm nhân_vật phản_diện bậc thầy ninja gara nữ_hoàng sấm sét chết_chóc nei arshes_kallsu lạnh_lùng tính_toán linh_mục hắc ám_bí_ẩn abigail dừng ở đạt họ muốn nó hủy_diệt hoàn_toàn họ thức_giấc high priest_geo tuyệt_vọng giúp cứu vương_quốc người_dân nó anh giải_phóng phù_thủy dark schneider hùng_mạnh người đồng_minh kẻ_ác thật may dark schneider kế_hoạch riêng mình anh ta ngăn_chặn four lords of_havoc hay tham_gia họ trong chinh_phục thế_giới anime_bộ seinen fantasy ecchi comedy adventure action nhật_bản người_lớn
cyberpunk: edgerunners,612939,9.5,giữa cảnh loạn_lạc đầy thối nát siêu_thiết_khiển tên nhóc đường_phố tài liều_lĩnh cố_gắng trở_thành edgerunner lính đánh thuê ngoài vòng pháp_luật,anime_bộ sci-fi action,nhật_bản,928,người_lớn,2022.0,giữa cảnh loạn_lạc đầy thối nát siêu_thiết_khiển tên nhóc đường_phố tài liều_lĩnh cố_gắng trở_thành edgerunner lính đánh thuê ngoài vòng pháp_luật anime_bộ sci-fi action nhật_bản người_lớn
