title,view,vote,describe,movie_genre,nation,follower,rating,season,combined_text
arad senki: slap up party,2713,7.0,bộ phim kể phiêu_lưu anh_chàng baron cậu ấy sống lục_địa_arad “ lời nguyền_kazan ” bao_phủ toàn vùng_đất lời nguyền cánh_tay cậu ta coi phế_bỏ tìm thấy thanh kiếm chứa linh_hồn tên roxy chuyên_soi mói,anime_bộ fantasy comedy adventure action,nhật_bản,7,tuổi_teen,2009.0,bộ phim kể phiêu_lưu anh_chàng baron cậu ấy sống lục_địa_arad “ lời nguyền_kazan ” bao_phủ toàn vùng_đất lời nguyền cánh_tay cậu ta coi phế_bỏ tìm thấy thanh kiếm chứa linh_hồn tên roxy chuyên_soi mói anime_bộ fantasy comedy adventure action nhật_bản tuổi_teen
aoi sekai no chuushin de,53042,8.7,ờ đại_khái nó thế nói tới cái dàn nhân_vật tên nào chơi game sega nintendo nhìn chắc nhận bản_thân ta ta nhận đứng đứa sonic anh_em nhà mario thôi bổ_sung thêm cái chú_thích mọi người tiện liên_tưởng,anime_bộ shounen fantasy ecchi adventure parody action,nhật_bản,58,người_lớn,2012.0,ờ đại_khái nó thế nói tới cái dàn nhân_vật tên nào chơi game sega nintendo nhìn chắc nhận bản_thân ta ta nhận đứng đứa sonic anh_em nhà mario thôi bổ_sung thêm cái chú_thích mọi người tiện liên_tưởng anime_bộ shounen fantasy ecchi adventure parody action nhật_bản người_lớn
alice to zouroku,29416,8.7,câu xoay quanh cô bé tên sana người trong đứa trẻ giữ sức_mạnh giấc mơ alice khả_năng phép cô thực_hiện bất_cô tưởng_tượng thoát khỏi phòng_thí_nghiệm cô ấy đối_tượng thử_nghiệm sana kết_thúc trong thế_giới bình_thường cô gặp người đàn_ông tên zouroku anh ta giúp cô ấy,anime_bộ seinen adventure mystery,nhật_bản,18,tuổi_teen,2017.0,câu xoay quanh cô bé tên sana người trong đứa trẻ giữ sức_mạnh giấc mơ alice khả_năng phép cô thực_hiện bất_cô tưởng_tượng thoát khỏi phòng_thí_nghiệm cô ấy đối_tượng thử_nghiệm sana kết_thúc trong thế_giới bình_thường cô gặp người đàn_ông tên zouroku anh ta giúp cô ấy anime_bộ seinen adventure mystery nhật_bản tuổi_teen
akira,96341,9.8,song_song bước_tiến vượt_bậc khoa_học_kỹ_thuật xã_hội loài_người trở phức_tạp bên ánh hào_quang thành_phố hàng trăm tòa nhà cao_tầng nguy_nga lộng_lẫy con đường đổ_nát khu nhà_ổ_chuột ẩm_thấp quán bar bán rượu còn bán thuốc_phiện trai_gái cặp kè phè phỡn bạo_động biểu_tình xảy triền_miên ngày lượt người đồn cảnh_sát đếm xuểtrước tình_hình xã_hội phức_tạp cơ_quan chính_phủ tìm sức_mạnh mới khả_năng khống_chế bạo_động đánh bomb chiến_tranh chính sức_mạnh tiềm_ẩn trong con_người sức_mạnh đánh_thức_thể cản nổi chính_phủ ủy_nhiệm nhà_khoa_học lập thí_nghiệm đứa trẻ takashi masaru kiyoko akirachuyện xảy tiếp hãy xem tự trả_lời v,anime_lẻ sci-fi supernatural adventure horror military action,nhật_bản,115,người_lớn,1988.0,song_song bước_tiến vượt_bậc khoa_học_kỹ_thuật xã_hội loài_người trở phức_tạp bên ánh hào_quang thành_phố hàng trăm tòa nhà cao_tầng nguy_nga lộng_lẫy con đường đổ_nát khu nhà_ổ_chuột ẩm_thấp quán bar bán rượu còn bán thuốc_phiện trai_gái cặp kè phè phỡn bạo_động biểu_tình xảy triền_miên ngày lượt người đồn cảnh_sát đếm xuểtrước tình_hình xã_hội phức_tạp cơ_quan chính_phủ tìm sức_mạnh mới khả_năng khống_chế bạo_động đánh bomb chiến_tranh chính sức_mạnh tiềm_ẩn trong con_người sức_mạnh đánh_thức_thể cản nổi chính_phủ ủy_nhiệm nhà_khoa_học lập thí_nghiệm đứa trẻ takashi masaru kiyoko akirachuyện xảy tiếp hãy xem tự trả_lời v anime_lẻ sci-fi supernatural adventure horror military action nhật_bản người_lớn
thế giới vẫn tươi đẹp,61559,9.4,nike cô công_chúa vương_quốc mưa cưới vua mặt_trời thua trong trò oẳn_tù tì chị_gái mình vấn_đề vua mặt_trời tên nhóc con,anime_bộ shoujo romance fantasy adventure,nhật_bản,1154,tuổi_teen,2014.0,nike cô công_chúa vương_quốc mưa cưới vua mặt_trời thua trong trò oẳn_tù tì chị_gái mình vấn_đề vua mặt_trời tên nhóc con anime_bộ shoujo romance fantasy adventure nhật_bản tuổi_teen
sora wo kakeru shoujo,14827,5.3,câu đặt trong lịch orbital nhân_loại di_cư đến vô_số cụm thuộc_địa trong gian cô gái thuộc_địa_gian tên akiha shishidou gặp_trí thông_minh nhân_tạo tên leopard cài_đặt thuộc địaakiha tham_gia bởi sĩ_quan cảnh_sát thuộc liên_đội tên itsuki kannagi cô gái trẻ im_lặng tên honoka kawai robot tên imoko “ imochan ” shishidou,anime_bộ sci-fi space comedy adventure,nhật_bản,3,tuổi_teen,2009.0,câu đặt trong lịch orbital nhân_loại di_cư đến vô_số cụm thuộc_địa trong gian cô gái thuộc_địa_gian tên akiha shishidou gặp_trí thông_minh nhân_tạo tên leopard cài_đặt thuộc địaakiha tham_gia bởi sĩ_quan cảnh_sát thuộc liên_đội tên itsuki kannagi cô gái trẻ im_lặng tên honoka kawai robot tên imoko “ imochan ” shishidou anime_bộ sci-fi space comedy adventure nhật_bản tuổi_teen
yona của bình minh,725221,9.6,bối_cảnh xảy ở vương_quốc tên cao hoa yona nàng công_chúa độc_nhất vương_quốc sống gần hoàn_hảo mọi bề_lụa gấm_vóc cao lương mỹ_vị người cha_mực cưng chiều nàng soowon người anh họ yona trót_lòng yêu_ý đến nàng chút hak tên hộ_vệ thân_cận bớt lắm lời chút sống yona_cực kì_viên mãnthế ngày sinh_nhật nàng chính soowon ám_sát_hoàng thượng_il đẩy nàng hak_dấn bước chuyến hành_trình tìm_kiếm sức_mạnh tứ_long trong truyền_thuyết hòng mong ngày cơ_hội báo_thù,anime_bộ shoujo romance fantasy comedy adventure action,nhật_bản,961,tuổi_teen,2014.0,bối_cảnh xảy ở vương_quốc tên cao hoa yona nàng công_chúa độc_nhất vương_quốc sống gần hoàn_hảo mọi bề_lụa gấm_vóc cao lương mỹ_vị người cha_mực cưng chiều nàng soowon người anh họ yona trót_lòng yêu_ý đến nàng chút hak tên hộ_vệ thân_cận bớt lắm lời chút sống yona_cực kì_viên mãnthế ngày sinh_nhật nàng chính soowon ám_sát_hoàng thượng_il đẩy nàng hak_dấn bước chuyến hành_trình tìm_kiếm sức_mạnh tứ_long trong truyền_thuyết hòng mong ngày cơ_hội báo_thù anime_bộ shoujo romance fantasy comedy adventure action nhật_bản tuổi_teen
shikabane hime: kuro special,1753,4.5,đặc_biệt series shikabane hime,anime_lẻ supernatural drama adventure horror action,nhật_bản,5,tuổi_teen,2009.0,đặc_biệt series shikabane hime anime_lẻ supernatural drama adventure horror action nhật_bản tuổi_teen
slayers revolution,16296,6.0,mất sword of_light trong chiến_lina bá_đạo gourry tiếp_tục hành_trình họ tìm vũ_khí thay_thế hành_trình họp_mặt amelia_zelgadis trong vương_quốc luvinagard bạo_lực trị_liệu bọn hải_tặc lina vui gặp bạn_bè cũ gặp sớm tàn_lina bắt bởi người tự xưng_tra_viên đặc_biệt người đàn_ông tên wizer tội_danh lina inverse,anime_bộ fantasy comedy adventure,nhật_bản,5,tuổi_teen,2008.0,mất sword of_light trong chiến_lina bá_đạo gourry tiếp_tục hành_trình họ tìm vũ_khí thay_thế hành_trình họp_mặt amelia_zelgadis trong vương_quốc luvinagard bạo_lực trị_liệu bọn hải_tặc lina vui gặp bạn_bè cũ gặp sớm tàn_lina bắt bởi người tự xưng_tra_viên đặc_biệt người đàn_ông tên wizer tội_danh lina inverse anime_bộ fantasy comedy adventure nhật_bản tuổi_teen
ange vierge,71763,9.4,phim xoay quanh trao_đổi thẻ game_cánh cổng thời_gian “ hairou ” đột_ngột mở kết_hợp thế_giới nhau kết_quả bí_ẩn xung_quanh sức_mạnh “ exceed ” đánh_thức ở cô gái tuổi teen học_viện tập_hợp họ “ progress ” xây_dựng hòn đảo seiran ở thái_bình_dương,anime_bộ school fantasy adventure magic,nhật_bản,73,tuổi_teen,2016.0,phim xoay quanh trao_đổi thẻ game_cánh cổng thời_gian “ hairou ” đột_ngột mở kết_hợp thế_giới nhau kết_quả bí_ẩn xung_quanh sức_mạnh “ exceed ” đánh_thức ở cô gái tuổi teen học_viện tập_hợp họ “ progress ” xây_dựng hòn đảo seiran ở thái_bình_dương anime_bộ school fantasy adventure magic nhật_bản tuổi_teen
shingeki no bahamut: virgin soul,47849,8.2,season shingeki no bahamut genesis,anime_bộ supernatural fantasy demons adventure magic action,nhật_bản,548,tuổi_teen,2017.0,season shingeki no bahamut genesis anime_bộ supernatural fantasy demons adventure magic action nhật_bản tuổi_teen
shingeki no bahamut: genesis - liên minh tam giới,147858,7.9,anime kể thằng main mặt hơi ngố gặp cô gái ác_quỷ đến chiến_vị thần ác_quỷ nói_chung anime khá hay đáng dõi,anime_bộ supernatural fantasy demons adventure magic action,nhật_bản,163,tuổi_teen,2014.0,anime kể thằng main mặt hơi ngố gặp cô gái ác_quỷ đến chiến_vị thần ác_quỷ nói_chung anime khá hay đáng dõi anime_bộ supernatural fantasy demons adventure magic action nhật_bản tuổi_teen
hành trình thay đổi thế giới: otome tairan,24586,3.3,cuối series,anime_bộ fantasy adventure historical martial_arts action,nhật_bản,6,tuổi_teen,2008.0,cuối series anime_bộ fantasy adventure historical martial_arts action nhật_bản tuổi_teen
hành trình thay đổi thế giới,27085,3.0,shin koihime musou,anime_bộ fantasy adventure historical martial_arts action,nhật_bản,25,tuổi_teen,2008.0,shin koihime musou anime_bộ fantasy adventure historical martial_arts action nhật_bản tuổi_teen
koihime†musou,33912,5.5,phim kể hành_trình kan’u unchou anh_trai cướp giết chết đường cô gặp chouhi cô bé cảnh_ngộ đại_ca băng cướp nhí thuần phụ_chouhi cô bé kan’u tiếp_tục hành_trình thay_đổi thế_giới,anime_bộ fantasy adventure historical martial_arts action,nhật_bản,17,tuổi_teen,2008.0,phim kể hành_trình kan’u unchou anh_trai cướp giết chết đường cô gặp chouhi cô bé cảnh_ngộ đại_ca băng cướp nhí thuần phụ_chouhi cô bé kan’u tiếp_tục hành_trình thay_đổi thế_giới anime_bộ fantasy adventure historical martial_arts action nhật_bản tuổi_teen
học sinh chuyển trường là sếp của tôi,106119,9.2,câu diễn trong tương_lai xa đột_nhiên điểm đen xuất_hiện thế_giới vai_trò cánh cổng dẫn đến thế_giới song_song sinh_vật_kì lạ bắt_đầu xâm_chiếm trái_đất điểm đen_sinh_vật_kì lạ_cư_dân thế_giới song_song đảm_bảo sống_còn mình cư_dẫn ở thế_giới chiến_đấu nhau quyết_định số_phận họ chìa khóa quyết_định chính_thiết đấu bài,anime_bộ sci-fi game fantasy adventure,nhật_bản,108,tuổi_teen,2014.0,câu diễn trong tương_lai xa đột_nhiên điểm đen xuất_hiện thế_giới vai_trò cánh cổng dẫn đến thế_giới song_song sinh_vật_kì lạ bắt_đầu xâm_chiếm trái_đất điểm đen_sinh_vật_kì lạ_cư_dân thế_giới song_song đảm_bảo sống_còn mình cư_dẫn ở thế_giới chiến_đấu nhau quyết_định số_phận họ chìa khóa quyết_định chính_thiết đấu bài anime_bộ sci-fi game fantasy adventure nhật_bản tuổi_teen
sử ma của zero f,618082,9.5,cuối series zero no tsukaima ai xem chắc biết tớ khỏi giới_thiệu nha đồng_chí hướng holy tifa bên avf jc staff mặt đồng_thời hứa bên crazysol project trở_thành tình tay,anime_bộ romance fantasy ecchi adventure magic,nhật_bản,919,tuổi_teen,2012.0,cuối series zero no tsukaima ai xem chắc biết tớ khỏi giới_thiệu nha đồng_chí hướng holy tifa bên avf jc staff mặt đồng_thời hứa bên crazysol project trở_thành tình tay anime_bộ romance fantasy ecchi adventure magic nhật_bản tuổi_teen
sử ma của zero: princesses no rondo,684166,9.3,nối_tiếp saito louise trở_tristain dấu_hiệu kết_nối saito louise biến mất tranh_cãi lẫn nhau mối quan_hệ chủ_nhân linh_thú còn đồng_thời đi tìm yêu_tinh sức_mạnh hồi_sinh saito_thể chìa_khóa giải_thích sao saito mất quyền_năng gandalfr,anime_bộ school romance harem fantasy ecchi comedy adventure magic action,nhật_bản,1093,tuổi_teen,2008.0,nối_tiếp saito louise trở_tristain dấu_hiệu kết_nối saito louise biến mất tranh_cãi lẫn nhau mối quan_hệ chủ_nhân linh_thú còn đồng_thời đi tìm yêu_tinh sức_mạnh hồi_sinh saito_thể chìa_khóa giải_thích sao saito mất quyền_năng gandalfr anime_bộ school romance harem fantasy ecchi comedy adventure magic action nhật_bản tuổi_teen
sử ma của zero: futatsuki no kishi,774275,9.3,câu xảy tiếp nội_dung season saito quyết_định ở chị louise zero nhà mình tưởng anh cẩu yên_thân ai_ngờ anh cẩu ăn đập thường nói đến tá nguy_hiểm đến tưởng xảy season fan đánh_giá hay nhất lãng_mạn nhất trong season hiện tò_mò xảy mời quí_vị dùng món ăn luôn rõ,anime_bộ school romance harem fantasy ecchi comedy adventure magic action,nhật_bản,1250,tuổi_teen,2007.0,câu xảy tiếp nội_dung season saito quyết_định ở chị louise zero nhà mình tưởng anh cẩu yên_thân ai_ngờ anh cẩu ăn đập thường nói đến tá nguy_hiểm đến tưởng xảy season fan đánh_giá hay nhất lãng_mạn nhất trong season hiện tò_mò xảy mời quí_vị dùng món ăn luôn rõ anime_bộ school romance harem fantasy ecchi comedy adventure magic action nhật_bản tuổi_teen
sử ma của zero: princesses no rondo picture drama,21036,8.8,special zero no tsukaima princesses no rondo,anime_bộ school romance harem fantasy ecchi drama comedy adventure magic action,nhật_bản,68,tuổi_teen,2008.0,special zero no tsukaima princesses no rondo anime_bộ school romance harem fantasy ecchi drama comedy adventure magic action nhật_bản tuổi_teen
afro samurai movie,16821,10.0,afro báo_thù cha mình muốn tìm sống yên_bình huyền_thoại phép anh hưởng sống thanh_bình cuốn anh trở_chơi bởi chính cô gái xinh_đẹp chết người trong quá_khứ anh bạo_lực đẫm máu trực chờ con đường afro vượt ngoài tầm kiểm_soát tất nằm trong khiển sio cô dừng tới afro_học bài_học tàn_bạo giải_quyết đối_thủ đường đi anh,anime_lẻ samurai adventure action,nhật_bản,4,tuổi_teen,2007.0,afro báo_thù cha mình muốn tìm sống yên_bình huyền_thoại phép anh hưởng sống thanh_bình cuốn anh trở_chơi bởi chính cô gái xinh_đẹp chết người trong quá_khứ anh bạo_lực đẫm máu trực chờ con đường afro vượt ngoài tầm kiểm_soát tất nằm trong khiển sio cô dừng tới afro_học bài_học tàn_bạo giải_quyết đối_thủ đường đi anh anime_lẻ samurai adventure action nhật_bản tuổi_teen
kidou shin seiki gundam x,42008,4.3,cốt truyện gundam x nói thời_đại chiến_tranh_giành độc_lập colony con_người cố_gắng tồn trong thế_giới ô_nhiễm nặng_nề hậu_quả chiến_thế_giới khắp loạn_lạc nhóm thu_gom phế_liệu vulture nổi_dậy câu bắt_đầu lời đồn_newtype người cường hóa sóng não trong thời_chiến_trở xuất_hiện kẻ hủy_diệt xưa gundam x gundam x lấy hệ thời_gian after war thời_điểm bắt_đầu after war aw,anime_bộ sci-fi space drama adventure mecha,nhật_bản,8,tuổi_teen,1996.0,cốt truyện gundam x nói thời_đại chiến_tranh_giành độc_lập colony con_người cố_gắng tồn trong thế_giới ô_nhiễm nặng_nề hậu_quả chiến_thế_giới khắp loạn_lạc nhóm thu_gom phế_liệu vulture nổi_dậy câu bắt_đầu lời đồn_newtype người cường hóa sóng não trong thời_chiến_trở xuất_hiện kẻ hủy_diệt xưa gundam x gundam x lấy hệ thời_gian after war thời_điểm bắt_đầu after war aw anime_bộ sci-fi space drama adventure mecha nhật_bản tuổi_teen
.hack//quantum,21971,6.6,tobias mary sakuya thách_thức the one_sin họ lạc trong mê_cung vô_tình làm bẫy thành_viên guild khác con mèo bí_ẩn_dõi sai_lầm họ nó nhân_vật khác hay npc,anime_bộ sci-fi game fantasy adventure action,nhật_bản,2,tuổi_teen,2011.0,tobias mary sakuya thách_thức the one_sin họ lạc trong mê_cung vô_tình làm bẫy thành_viên guild khác con mèo bí_ẩn_dõi sai_lầm họ nó nhân_vật khác hay npc anime_bộ sci-fi game fantasy adventure action nhật_bản tuổi_teen
.hack//the movie: sekai no mukou ni,28229,5.3,mạng máy_tính chiếm ưu_thế trong suốt sống hàng ngày sora yuuki cô gái tuổi ngày cô mời đến trò_chơi trực_tuyến thế_giới tai_nạn trong trò_chơi thế_giới thực_bắt_đầu biến_dạng,anime_lẻ sci-fi game fantasy adventure mystery magic action,nhật_bản,7,tuổi_teen,2012.0,mạng máy_tính chiếm ưu_thế trong suốt sống hàng ngày sora yuuki cô gái tuổi ngày cô mời đến trò_chơi trực_tuyến thế_giới tai_nạn trong trò_chơi thế_giới thực_bắt_đầu biến_dạng anime_lẻ sci-fi game fantasy adventure mystery magic action nhật_bản tuổi_teen
enmusubi no youko-chan,227392,9.0,dựa truyện trung_quốc kể kết_duyên giữa người yêudựa_bộ hentai nổi_tiếng anime_anime dựa_bộ truyện trung_quốc fox spirit matchmaker ai xem hãy xem bộ_nhật khác nhé đảm_bảo thất_vọng,anime_bộ cartoon romance supernatural comedy historical,nhật_bản,277,tuổi_teen,2017.0,dựa truyện trung_quốc kể kết_duyên giữa người yêudựa_bộ hentai nổi_tiếng anime_anime dựa_bộ truyện trung_quốc fox spirit matchmaker ai xem hãy xem bộ_nhật khác nhé đảm_bảo thất_vọng anime_bộ cartoon romance supernatural comedy historical nhật_bản tuổi_teen
robots,11583,4.0,robot kể phiêu_lưu_rodney copperbottom chàng robot trẻ_sinh trong gia_đình nghèo ở thị_trấn đinh_ốc đến ngày anh quyết_định đến thành_phố robot thực_hiện ước_mơ trở_thành nhà phát_minh vĩ_đại gặp thần_tượng bigweld nhà phát_minh lớn chủ tập_đoàn bigweld industries chuyên sản_xuất phụ_tùng thay_thế thế_giới robot,anime_lẻ cartoon comedy action,mỹ,2,tuổi_teen,2005.0,robot kể phiêu_lưu_rodney copperbottom chàng robot trẻ_sinh trong gia_đình nghèo ở thị_trấn đinh_ốc đến ngày anh quyết_định đến thành_phố robot thực_hiện ước_mơ trở_thành nhà phát_minh vĩ_đại gặp thần_tượng bigweld nhà phát_minh lớn chủ tập_đoàn bigweld industries chuyên sản_xuất phụ_tùng thay_thế thế_giới robot anime_lẻ cartoon comedy action mỹ tuổi_teen
the angry birds movie,17621,7.0,angry birds bắt_đầu bằng quá_khứ tội_nghiệp chú chim red nhỏ đến lớn red luôn xem kẻ_lạc loài bộ lông_mày “ độc_lạ ” trong thế_giới loài chim chú quả xứng_danh “ thánh_nhọ ” đi học bạn_bè cười nhạo đường trêu_chọc đến ve_vãn cô nàng chẳng xong đến đàn lợn xanh xuất_hiện âm_mưu cướp sạch trứng chim red đồng_bọn mới cơ_hội trở_thành “ anh_hùng ” công_phá lâu_đài đàn lợn chú chim nghĩ cách độc_đáo dùng ná bắn chính mình khán_giả say_mê trò_chơi angry_birds hoàn_toàn thỏa mãn trailer đặc_biệt chứng_kiến cảnh chú chim chuck bắn xuyên hàng_loạt lớp tường thành biểu_cảm vô hài_hước phim pha bắn ná chắc_chắn còn hấp_dẫn bên cạnh chú chim bầy lợn xanh xuất_hiện dù kẻ xấu chúng tạo_hình siêu dễ_thương khuôn_mặt ngộ_nghĩnh cặp mông tròn_trĩnh khiến khán_giả cười lăn_cười bò lần bầy lợn xuất_hiện hình_ảnh tuyệt_vời the angry birds còn sở_hữu_dàn diễn_viên lồng_tiếng tên_tuổi jason sudeikis red josh gad chuck danny mcbride bomb hay maya rudolph matilda đặc_biệt nhất khán_giả yêu thích series game of_thrones gặp “ quỷ_lùn tyrion ” trong diện_mạo hoàn_toàn mới đại_bàng vĩ_đại nhân_vật huyền_thoại loài chim tôn_sùng,anime_lẻ cartoon comedy action,mỹ,13,tuổi_teen,2016.0,angry birds bắt_đầu bằng quá_khứ tội_nghiệp chú chim red nhỏ đến lớn red luôn xem kẻ_lạc loài bộ lông_mày “ độc_lạ ” trong thế_giới loài chim chú quả xứng_danh “ thánh_nhọ ” đi học bạn_bè cười nhạo đường trêu_chọc đến ve_vãn cô nàng chẳng xong đến đàn lợn xanh xuất_hiện âm_mưu cướp sạch trứng chim red đồng_bọn mới cơ_hội trở_thành “ anh_hùng ” công_phá lâu_đài đàn lợn chú chim nghĩ cách độc_đáo dùng ná bắn chính mình khán_giả say_mê trò_chơi angry_birds hoàn_toàn thỏa mãn trailer đặc_biệt chứng_kiến cảnh chú chim chuck bắn xuyên hàng_loạt lớp tường thành biểu_cảm vô hài_hước phim pha bắn ná chắc_chắn còn hấp_dẫn bên cạnh chú chim bầy lợn xanh xuất_hiện dù kẻ xấu chúng tạo_hình siêu dễ_thương khuôn_mặt ngộ_nghĩnh cặp mông tròn_trĩnh khiến khán_giả cười lăn_cười bò lần bầy lợn xuất_hiện hình_ảnh tuyệt_vời the angry birds còn sở_hữu_dàn diễn_viên lồng_tiếng tên_tuổi jason sudeikis red josh gad chuck danny mcbride bomb hay maya rudolph matilda đặc_biệt nhất khán_giả yêu thích series game of_thrones gặp “ quỷ_lùn tyrion ” trong diện_mạo hoàn_toàn mới đại_bàng vĩ_đại nhân_vật huyền_thoại loài chim tôn_sùng anime_lẻ cartoon comedy action mỹ tuổi_teen
the secret life of pets,18274,10.0,bối_cảnh phim_diễn trong căn_hộ ở manhattan sống max đảo_lộn chủ_nhân mình mang nhà con chó lai_cẩu_thả tên duke chúng bỏ tranh_cãi phía phát_hiện chú thỏ trắng_đáng yêu tên snowball xây_dựng đội quân gồm thú cưng bỏ_rơi chúng quyết_tâm trả_thù tất_vật_nuôi hạnh_phúc thuộc sở_hữu chủ_nhân cũ,anime_lẻ cartoon comedy,mỹ,2,tuổi_teen,2016.0,bối_cảnh phim_diễn trong căn_hộ ở manhattan sống max đảo_lộn chủ_nhân mình mang nhà con chó lai_cẩu_thả tên duke chúng bỏ tranh_cãi phía phát_hiện chú thỏ trắng_đáng yêu tên snowball xây_dựng đội quân gồm thú cưng bỏ_rơi chúng quyết_tâm trả_thù tất_vật_nuôi hạnh_phúc thuộc sở_hữu chủ_nhân cũ anime_lẻ cartoon comedy mỹ tuổi_teen
marvel disk wars: the avengers,38961,5.5,giúp_đỡ giáo_sư nhật_bản nozomu akatsuki tony stark hay còn gọi iron_man phát_triển thiết mới gọi kỹ_thuật số nhận_dạng securement kit gọi còn gọi disk thiết_kế giúp giam_giữ supervillains tuy_nhiên trong trình_bày dự_án disk raft loki xuất_hiện sử_dụng disk giải_thoát tất_supervillains bắt iron_man captain america thor wasp hulk bắt bên trong disk con trai nozomu akira hikaru đứa trẻ khác edward chris jessica đến sở_hữu_đĩa tham_gia lực_lượng spiderman dừng loki quân_đội ông supervillains,anime_bộ cartoon super_power kids action,[ ' nhật_bản ' ' mỹ ' ],5,trẻ_em,2014.0,giúp_đỡ giáo_sư nhật_bản nozomu akatsuki tony stark hay còn gọi iron_man phát_triển thiết mới gọi kỹ_thuật số nhận_dạng securement kit gọi còn gọi disk thiết_kế giúp giam_giữ supervillains tuy_nhiên trong trình_bày dự_án disk raft loki xuất_hiện sử_dụng disk giải_thoát tất_supervillains bắt iron_man captain america thor wasp hulk bắt bên trong disk con trai nozomu akira hikaru đứa trẻ khác edward chris jessica đến sở_hữu_đĩa tham_gia lực_lượng spiderman dừng loki quân_đội ông supervillains anime_bộ cartoon super_power kids action [ ' nhật_bản ' ' mỹ ' ] trẻ_em
the red turtle 2016,15492,9.4,the red turtle kể sống thủy_thủ_đắm tàu mắc_kẹt hòn đảo nhiệt_đới hoang_vắng “ cư_dân ” loài rùa cua chú chim,anime_lẻ cartoon fantasy,nhật_bản,2,tuổi_teen,2016.0,the red turtle kể sống thủy_thủ_đắm tàu mắc_kẹt hòn đảo nhiệt_đới hoang_vắng “ cư_dân ” loài rùa cua chú chim anime_lẻ cartoon fantasy nhật_bản tuổi_teen
cars 3,1516,10.0,câu cars bắt_nguồn vụ va_chạm giữa lightning mcqueen dòng xe đua thế_hệ mới chấn_thương mcqueen đột_nhiên loại khỏi môn thể_thao đua xe anh yêu thích quay đường_băng anh trợ_giúp nữ kỹ_thuật_viên trẻ tuổi cruz_ramirez nhờ kế_hoạch cruz khơi nguồn cảm_hứng fabulous hudson hoet mc queen chứng_minh mọi người hết thời_thể giành chiến_thắng trong đua piston cup,anime_lẻ cartoon comedy,mỹ,1,mọi_lứa_tuổi,2017.0,câu cars bắt_nguồn vụ va_chạm giữa lightning mcqueen dòng xe đua thế_hệ mới chấn_thương mcqueen đột_nhiên loại khỏi môn thể_thao đua xe anh yêu thích quay đường_băng anh trợ_giúp nữ kỹ_thuật_viên trẻ tuổi cruz_ramirez nhờ kế_hoạch cruz khơi nguồn cảm_hứng fabulous hudson hoet mc queen chứng_minh mọi người hết thời_thể giành chiến_thắng trong đua piston cup anime_lẻ cartoon comedy mỹ mọi_lứa_tuổi
cars 2,20336,10.0,tiếp_nối trong car lightning mcqueen đồng_đội mình hướng tới giải_đua xe vòng_quanh thế_giới race of_champions đi quốc_gia nhật_bản đức_italy đua giờ pháp_london tuy_nhiên họ gặp rắc_rối_hành_trình chính mình đúc_kết bài_học kinh_nghiệm sống trong tiếp cars tay đua siêu_sao lightning mcqueen bác xe_tải mater đưa tình_bạn họ đến thú_vị mới nhau nước_ngoài tham_gia đua xe grand prix lần đầu_tiên thế_giới tìm xe nào nhanh nhất thế_giới con đường đến chức vô_địch đầy ổ_gà khúc quanh nguy_hiểm thiếu bất_ngờ vui nhộn_mater lao phiêu_lưu thú_vị riêng mình trở_thành tình_báo quốc_tế bác cảm_thấy giằng_xé giữa hỗ_trợ lightning mcqueen trong đua danh_giá toàn thế_giới lần hay tham_gia nhiệm_vụ tối_mật chuyến phiêu_lưu đầy hành_động đặc_vụ mater đưa bác truy_đuổi gay_cấn đường_phố nhật_bản nước châu_âu bạn_bè mình toàn thế_giới dõi,anime_lẻ cartoon comedy,mỹ,13,mọi_lứa_tuổi,2011.0,tiếp_nối trong car lightning mcqueen đồng_đội mình hướng tới giải_đua xe vòng_quanh thế_giới race of_champions đi quốc_gia nhật_bản đức_italy đua giờ pháp_london tuy_nhiên họ gặp rắc_rối_hành_trình chính mình đúc_kết bài_học kinh_nghiệm sống trong tiếp cars tay đua siêu_sao lightning mcqueen bác xe_tải mater đưa tình_bạn họ đến thú_vị mới nhau nước_ngoài tham_gia đua xe grand prix lần đầu_tiên thế_giới tìm xe nào nhanh nhất thế_giới con đường đến chức vô_địch đầy ổ_gà khúc quanh nguy_hiểm thiếu bất_ngờ vui nhộn_mater lao phiêu_lưu thú_vị riêng mình trở_thành tình_báo quốc_tế bác cảm_thấy giằng_xé giữa hỗ_trợ lightning mcqueen trong đua danh_giá toàn thế_giới lần hay tham_gia nhiệm_vụ tối_mật chuyến phiêu_lưu đầy hành_động đặc_vụ mater đưa bác truy_đuổi gay_cấn đường_phố nhật_bản nước châu_âu bạn_bè mình toàn thế_giới dõi anime_lẻ cartoon comedy mỹ mọi_lứa_tuổi
